Posting ID	Sponsor	Study Title	Medicine or Vaccine (generic name)	Sponsor Identification Number	Medical Condition	Phase	Link to Sponsor Study Registry	Link to study details on ClinicalTrials.gov (if available)	Link to study details on EudraCT (if available)	Analysis-ready dataset	Annotated case report form	Clinical study report	Dataset specifications	Protocol with any amendments	Raw dataset	Reporting and analysis plan	Additional Information about the data and documents available for this study	Date Added to this Site	CUI_umls	preferred_umls_name	semantic_type	high_confidence
2451	GSK	A Randomized, Double-Blind, Placebo-Controlled, Single-Attack, Parallel-Group Evaluation of the Efficacy of Sumatriptan 100mg Tablets versus Placebo in the Treatment of Subjects who Affirm Tension, Tension-Type or Stress Headaches and who meet International Headache Society (IHS) Criteria for Migraine.	sumatriptan	SUM40312	Migraine Disorders	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=SUM40312			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Nov-2014	C0075632	sumatriptan	Organic Chemical|Pharmacologic Substance	True
2452	GSK	A randomized, double-blind, placebo-controlled, parallel-group study to evaluate the efficacy and tolerability of oral sumatriptan 25mg, 50mg, and 100mg tablets for a single moderate or severe headache in adults diagnosed with migrainous disorder International Headache Society (IHS) 1.7.	sumatriptan	SUM40299	Migraine Disorders	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=SUM40299			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Nov-2014	C0075632	sumatriptan	Organic Chemical|Pharmacologic Substance	True
2453	GSK	A randomized, double-blind, placebo-controlled, single-attack, parallel-group evaluation of the efficacy of sumatriptan 50mg tablets versus placebo in the treatment of self-described and/or physician-diagnosed sinus headaches that meet International Headache Society (IHS) criteria for migraine headache.	sumatriptan	SUM40298	Migraine Disorders	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=SUM40298			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Nov-2014	C0075632	sumatriptan	Organic Chemical|Pharmacologic Substance	True
2454	GSK	A randomized, double-blind, placebo-controlled, parallel-group, single-attack study of sumatriptan 6 mg injection in the treatment of moderate-to-severe migraine present upon awakening.	sumatriptan	SUM40286	Migraine Disorders	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=SUM40286			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Nov-2014	C0075632	sumatriptan	Organic Chemical|Pharmacologic Substance	True
2455	GSK	A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Evaluation of Sumatriptan 50mg and 100mg Tablets Administered During the Mild Pain Phase of a Menstrually-Associated Migraine Attack	sumatriptan	SUM40285	Migraine Disorders	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=SUM40285			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Nov-2014	C0075632	sumatriptan	Organic Chemical|Pharmacologic Substance	True
2456	GSK	A Randomised, Double-Blind, Placebo-Controlled, Parallel-Group Evaluation of Sumatriptan 50mg and 100mg Tablets Administered During the Mild Pain Phase of a Menstrually-Associated Migraine Attack	sumatriptan	SUM40282	Migraine Disorders	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=SUM40282			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Nov-2014	C0075632	sumatriptan	Organic Chemical|Pharmacologic Substance	True
2457	GSK	A 52 week Study to Evaluate the Safety and Tolerability of GSK573719/GW642444 125mcg once-daily alone and in combination with GW642444 25mcg once-daily via novel Dry Powder Inhaler (nDPI) in Subjects with Chronic Obstructive Pulmonary Disease	umeclidinium bromide/vilanterol	DB2113359	Pulmonary Disease, Chronic Obstructive	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=113359	http://clinicaltrials.gov/show/NCT01316887	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2010-023417-54	Y	Y	Y	Y	Y	Y	Y		1-Nov-2014	C3709474;C2935023	umeclidinium bromide;vilanterol	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
2458	GSK	A randomised, placebo-controlled, incomplete block, four period crossover , repeat dose study to evaluate the effect of the inhaled GSK573719/Vilanterol combination and GSK573719 monotherapy on electrocardiographic parameters, with moxifloxacin as a positive control, in healthy subjects.	umeclidinium bromide/vilanterol;umeclidinium bromide	DB2114635	Pulmonary Disease, Chronic Obstructive	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=114635	http://clinicaltrials.gov/show/NCT01521377	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-004543-44	Y	Y	Y	Y	Y	Y	Y		1-Nov-2014	C3700388;C3709474	vilanterol and umeclidinium bromide;umeclidinium bromide	Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
2459	GSK	An open-label, non-randomized, pharmacokinetic and safety study of single dose GSK573719 + GW643444 (VI) combination and repeat doses of GSK573719 in healthy subjects and in subjects with moderate hepatic impairment	umeclidinium bromide/vilanterol;umeclidinium bromide	DB2114637	Pulmonary Disease, Chronic Obstructive	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=114637	http://clinicaltrials.gov/show/NCT01577680	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-005454-61	Y	Y	Y	Y	Y	Y	Y		1-Nov-2014	C3700388;C3709474	vilanterol and umeclidinium bromide;umeclidinium bromide	Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
2460	GSK	Randomised, double-blind, placebo controlled, cross-over study comparing the effects of both single dose and repeated dosing treatment for 14 days of vestipitant or vestipitant / paroxetine combination in an enriched population of subjects with tinnitus & hearing loss	vestipitant/paroxetine	NKP106254	Tinnitus	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=NKP106254	http://clinicaltrials.gov/show/NCT00394056	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-003295-36	Y	N	Y	Y	Y	Y	Y	An annotated and blank case report form are not available as the electronic data capture system used for this study did not generate paper versions.	1-Nov-2014	C2607417;C0070122	vestipitant;paroxetine	Organic Chemical;Organic Chemical|Pharmacologic Substance	True;True
2461	GSK	A Randomised, Double-Blind, Parallel-Group, Placebo-Controlled Fixed Dose Study Comparing the Efficacy and Safety of GW597599/paroxetine combination or paroxetine monotherapy to placebo in Patients with Social Anxiety Disorder (SAD)	vestipitant/paroxetine	NKP103401	Social Phobia	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=NKP103401	http://clinicaltrials.gov/show/NCT00403962	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2004-001894-24	Y	Y	Y	Y	Y	Y	Y		1-Nov-2014	C2607417;C0070122	vestipitant;paroxetine	Organic Chemical;Organic Chemical|Pharmacologic Substance	True;True
2462	GSK	A randomized, double-blind, double-dummy, parallel-group, placebo controlled (on inhaled corticosteroid medication), multicenter study to evaluate the efficacy and safety of vilanterol inhalation powder (GW642444) and salmeterol, compared with placebo in the treatment of persistent asthma in adults and adolescents uncontrolled on inhaled corticosteroids	vilanterol	B2C112060	Asthma	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=112060	http://clinicaltrials.gov/show/NCT01181895	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2010-020412-11	Y	Y	Y	Y	Y	Y	Y		1-Nov-2014	C2935023	vilanterol	Organic Chemical|Pharmacologic Substance	True
2463	ViiV	A Retrospective Case-Control Study to Estimate the Sensitivity and Specificity of a Pharmacogenetic Marker (HLA-B*5701) in Subjects With and Without Hypersensitivity to Abacavir	abacavir	ABC107442	Infection, Human Immunodeficiency Virus I	Phase 4	https://www.viiv-studyregister.com/study/19689	http://clinicaltrials.gov/show/NCT00373945		Y	Y	Y	Y	Y	Y	Y		1-Dec-2014	C0663655	abacavir	Nucleic Acid, Nucleoside, or Nucleotide|Pharmacologic Substance	True
2523	GSK	Paroxetine versus Placebo in the Treatment of Obsessive-Compulsive Disorder	paroxetine	BRL-029060/CPMS- 116	Obsessive-Compulsive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/116			N	N	N	Y	N	Y	N	An analysis-ready dataset is not available for this study. An annotated case report form, a reporting and analysis plan, a clinical study report, and a protocol are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Dec-2014	C0070122	paroxetine	Organic Chemical|Pharmacologic Substance	True
2524	GSK	Paroxetine versus Clomipramine and Placebo in the Treatment of Obsessive-Compulsive Disorder	paroxetine	MY- 1028/BRL-029060/1/CPMS-118	Obsessive-Compulsive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/118			N	N	N	Y	N	Y	N	An analysis-ready dataset is not available for this study. An annotated case report form, a reporting and analysis plan, a clinical study report, and a protocol are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Dec-2014	C0070122	paroxetine	Organic Chemical|Pharmacologic Substance	True
2525	GSK	A double-blind, placebo-controlled, multicenter study of fixed doses of paroxetine (10, 20, and 40 mg) given as a single oral dose daily, in the treatment of panic disorder.	paroxetine	MY1047/BRL-029060/1/CPMS-120	Panic Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/120			N	N	N	Y	N	Y	N	An analysis-ready dataset is not available for this study. An annotated case report form, a reporting and analysis plan, a clinical study report, and a protocol are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Dec-2014	C0070122	paroxetine	Organic Chemical|Pharmacologic Substance	True
2526	GSK	A Double-Blind Study to Assess the Efficacy and Tolerance of a Flexible Dose of Paroxetine Compared with a Flexible Dose of Clomipramine and Placebo in the Treatment of Obsessive Compulsive Disorder.	paroxetine	MY-1037/BRL-029060/1/CPMS-136	Obsessive-Compulsive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/136			N	N	N	Y	N	Y	N	An analysis-ready dataset is not available for this study. An annotated case report form, a reporting and analysis plan, a clinical study report, and a protocol are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Dec-2014	C0070122	paroxetine	Organic Chemical|Pharmacologic Substance	True
2527	GSK	A Double-Blind Placebo Controlled Comparative Study of Paroxetine and Clomipramine in the Treatment of Panic Disorder.	paroxetine	MY-1036/BRL-029060/1/CPMS-187 (PAR187)	Panic Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/187			N	N	N	Y	N	Y	N	An analysis-ready dataset is not available for this study. An annotated case report form, a reporting and analysis plan, a clinical study report, and a protocol are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Dec-2014	C0070122	paroxetine	Organic Chemical|Pharmacologic Substance	True
2528	GSK	A Double-Blind, Multicentered, Flexible-Dose Study of Paroxetine, Alprazolam and Placebo in the Treatment of Panic Disorder	paroxetine	MY-1048/BRL-029060/1/CPMS-223 (PAR 223)	Panic Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/223			N	N	N	Y	N	Y	N	An analysis-ready dataset is not available for this study. An annotated case report form, a reporting and analysis plan, a clinical study report, and a protocol are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Dec-2014	C0070122	paroxetine	Organic Chemical|Pharmacologic Substance	True
2529	GSK	A Randomized, Double-Blind, Comparison of Paroxetine and Placebo in the Treatment of Generalized Social Phobia	paroxetine	PAR 029060-382	Social Phobia	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=29060/382			N	N	N	Y	N	Y	N	An analysis-ready dataset is not available for this study. An annotated case report form, a reporting and analysis plan, a clinical study report, and a protocol are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Dec-2014	C0070122	paroxetine	Organic Chemical|Pharmacologic Substance	True
2530	GSK	A Randomized, Double-Blind, Fixed Dose Comparison of 20, 40, and 60mg Daily of Paroxetine and Placebo in the Treatment of Generalized Social Phobia.	paroxetine	PAR 454	Social Phobia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/454			N	N	N	Y	N	Y	N	An analysis-ready dataset is not available for this study. An annotated case report form, a reporting and analysis plan, a clinical study report, and a protocol are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Dec-2014	C0070122	paroxetine	Organic Chemical|Pharmacologic Substance	True
2531	GSK	A Double-Blind, Placebo-Controlled, Flexible-Dosing Trial to Evaluate the Efficacy of Modified-Release Paroxetine in the Treatment of Panic Disorder	paroxetine	29060-494	Panic Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/494			N	N	N	Y	N	Y	N	An analysis-ready dataset is not available for this study. An annotated case report form, a reporting and analysis plan, a clinical study report, and a protocol are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Dec-2014	C0070122	paroxetine	Organic Chemical|Pharmacologic Substance	True
2532	GSK	A Double-Blind, Placebo-Controlled, Flexible-Dosing Trial to Evaluate the Efficacy of Controlled-Release Paroxetine in the Treatment of Panic Disorder	paroxetine	29060/495	Panic Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/495			N	N	N	Y	N	Y	N	An analysis-ready dataset is not available for this study. An annotated case report form, a reporting and analysis plan, a clinical study report, and a protocol are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Dec-2014	C0070122	paroxetine	Organic Chemical|Pharmacologic Substance	True
