Posting ID	Sponsor	Study Title	Medicine or Vaccine (generic name)	Sponsor Identification Number	Medical Condition	Phase	Link to Sponsor Study Registry	Link to study details on ClinicalTrials.gov (if available)	Link to study details on EudraCT (if available)	Analysis-ready dataset	Annotated case report form	Clinical study report	Dataset specifications	Protocol with any amendments	Raw dataset	Reporting and analysis plan	Additional Information about the data and documents available for this study	Date Added to this Site
2062	GSK	An open-label, randomized, single-dose, two-way crossover study examining the bioequivalence of one newly formulated WELLBUTRIN SR† 200mg tablet versus two currently marketed WELLBUTRIN SR 100mg tablets in healthy volunteers.	bupropion	AK110022	Depressive Disorder	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=AK110022			N	N	Y	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2063	GSK	A Multi-Centre, Randomised, Double-Blind, Parallel-Group, Placebo- and Active-Controlled, Flexible Dose Study Evaluating the Efficacy, Safety and Tolerability of Extended-Release Bupropion Hydrochloride (150mg - 300mg once daily), Extended-Release Venlafaxine Hydrochloride (75mg - 150mg once daily) and Placebo in Subjects with Major Depressive Disorder.	bupropion	AK130939	Depressive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=AK130939			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2064	GSK	A Multi-Centre, Randomised, Double-Blind, Parallel-Group, Placebo- and Active-Controlled, Flexible Dose Study Evaluating the Efficacy, Safety and Tolerability of Extended-Release Bupropion Hydrochloride (150mg - 300mg once daily), Extended-Release Venlafaxine Hydrochloride (75mg - 150mg once daily) and Placebo in Subjects with Major Depressive Disorder.	bupropion	WXL101497	Depressive Disorder, Major	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=101497		https://www.clinicaltrialsregister.eu/ctr-search/search?query=2004-003803-19	N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2065	GSK	An open-label, 2-period, sequential treatment, 1-way drug interaction study to evaluate the effect of ritonavir on bupropion pharmacokinetics in healthy volunteers	bupropion	WXL103106	Depressive Disorder	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=103106			Y	Y	Y	Y	Y	Y	Y	A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2066	GSK	Single-Center, Randomized, Double-Blind, Placebo-Controlled, Four-Week Study to Assess the Safety of Multiple Fixed Doses of WELLBUTRIN SR (bupropion hydrochloride sustained release) Tablets in Outpatients with Untreated Stage I Hypertension	bupropion	WELL AK110021	Hypertension	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=AK110021			N	N	Y	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2067	GSK	A 6 Month Multicenter, Randomized, Double-Blind, Pilot Study to Investigate the Tolerability and Efficacy of Bupropion SR Compared to Placebo for the Treatment of Mild Depressive Symptoms and Obesity, Followed by a 24-week Open-Label Extension	bupropion	WELL ZYB40021	Depressive Disorder	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=ZYB40021			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2070	GSK	A study to evaluate the effect of casoptiant on cardiac conduction as assessed by 12-lead electrocardiogram as compared to placebo and moxifloxacin	casopitant	NKV103447	Nausea and Vomiting, Chemotherapy-Induced	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=103447			Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2071	GSK	A non-randomised, open label, two period cross-over study to determine the excretion balance and metabolic disposition of [14C]-GW679769, administered as single doses of an oral solution and an intravenous infusion to healthy male subjects	casopitant	NKV103933	Nausea and Vomiting, Chemotherapy-Induced	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=103933		https://www.clinicaltrialsregister.eu/ctr-search/search?query=2005-002032-96	Y	Y	Y	Y	Y	Y	Y	A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2072	GSK	An open-label, two period, fixed sequence study of healthy subjects to assess the effect of repeat oral dosing of ketoconazole on the pharmacokinetics of a single oral dose of [GW679769]	casopitant	NKV105093	Nausea and Vomiting, Chemotherapy-Induced	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=NKV105093	http://clinicaltrials.gov/show/NCT00404378		Y	Y	Y	Y	Y	Y	Y		1-Aug-2014
2073	GSK	An Open-label Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Steady-State Warfarin when Co-administered with Repeat Doses of Casopitant [GW679769] in Healthy Adult Subjects.	casopitant	NKV105097	Nausea and Vomiting, Chemotherapy-Induced	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=NKV105097	http://clinicaltrials.gov/show/NCT00404274		Y	Y	Y	Y	Y	Y	Y		1-Aug-2014
2074	GSK	A Phase I, Randomized, Double-Blind Study to Assess the Effects of Repeat Oral Dosing of Ketoconazole on the Pharmacokinetics of Repeat Oral Dosing of Casopitant [GW679769] in Healthy Subjects	casopitant	NKV109990	Nausea and Vomiting, Chemotherapy-Induced	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=NKV109990	http://clinicaltrials.gov/show/NCT00460707		Y	Y	Y	Y	Y	Y	Y		1-Aug-2014
2084	GSK	A double-blind, multicentre, flexible dose, L-dopa controlled study of ropinirole to investigate A) neuroprotective effect as measured by 3D PET scanning, and B) ophthalmological safety, in patients with early Parkinson’s disease	ropinirole	SKF-101468/125	Parkinson Disease	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=101468/125			N	N	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2085	GSK	A Multicentre, Double-Blind, Parallel Group Study to Determine the Effects of Rosiglitazone on Insulin Sensitivity, Endothelial Function and Vascular Reactivity in Comparison With Metformin and Placebo When Administered to Patients With Non-insulin Dependent Diabetes Mellitus.	rosiglitazone	49653/025	Diabetes Mellitus, Type 2	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=49653/025			N	N	Y	Y	Y	Y	Y	Extension study 49653/009 was conducted. An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2112	GSK	A Randomized, Double-Blind, Placebo-Controlled, Two Year Parallel Group Study of the Efficacy and Safety of Dutasteride GI198745 0.5mg in the Treatment and Prevention of Progression of Benign Prostatic Hyperplasia, Followed by a Two-Year Open-Label Treatment Phase (Report on Year 1 Data)	dutasteride	ARIA3001_1	Prostatic Hyperplasia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=ARIA3001			N	Y	Y	Y	Y	Y	Y	The data relating to this record represents an interim analysis of a 4-year study. A comprehensive dataset is available within ARIA3001 (Year 4). An Analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2113	GSK	A Randomized, Double-Blind, Placebo-Controlled, Two Year Parallel Group Study of the Efficacy and Safety of dutasteride GI198745 0.5mg in the Treatment and Prevention of Progression of Benign Prostatic Hyperplasia, Followed by a Two-Year Open-Label Treatment Phase (Report on 2 Year Data).	dutasteride	ARIA3001_2	Prostatic Hyperplasia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=ARIA3001			N	Y	Y	Y	Y	Y	Y	The data relating to this record represents an interim analysis of a 4-year study. A comprehensive dataset is available within ARIA3001 (Year 4). An Analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2114	GSK	A Randomized, Double-Blind, Placebo-Controlled, Two-Year Parallel Group Study of the Efficacy and Safety of Dutasteride GI198745 0.5mg in the Treatment and Prevention of Progression of Benign Prostatic Hyperplasia, Followed by a Two-Year Open-Label Treatment Phase (Report on Open-Label Treatment Phase).	dutasteride	ARIA3001_4	Prostatic Hyperplasia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=ARIA3001			N	Y	Y	Y	Y	Y	Y	This dataset is comprehensive of years 1 through 4 of this study. An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2115	GSK	A Randomized, Double-Blind, Placebo-Controlled, Two Year Parallel Group Study of the Efficacy and Safety of GI198745 0.5mg in the Treatment and Prevention of Progression of Benign Prostatic Hyperplasia, Followed by a Two-Year Open-Label Treatment Phase (Report on 2 Year Data).	dutasteride	ARIA3002_2	Prostatic Hyperplasia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=ARIA3002			N	Y	Y	Y	Y	Y	Y	The data relating to this record represents an interim analysis of a 4-year study. A comprehensive dataset is available within ARIA3002 (Year 4). An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2116	GSK	A Randomized, Double-Blind, Placebo-Controlled, Two Year Parallel Group Study of the Efficacy and Safety of GI198745 0.5mg in the Treatment and Prevention of Progression of Benign Prostatic Hyperplasia, Followed by a Two-Year Open-Label Treatment Phase (Report on Open-Label Treatment Phase).	dutasteride	ARIA3002_4	Prostatic Hyperplasia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=ARIA3002			N	Y	Y	Y	Y	Y	Y	This dataset is comprehensive of years 1 through 4 of this study. An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2117	GSK	A Randomized, Double-Blind, Placebo-Controlled, Two-Year Parallel-Group Study of the Efficacy and Safety of GI198745 in the Treatment and Modification of Progression of Benign Prostatic Hyperplasia, Followed by a Two Year Open-Label GI198745 Treatment Phase (Report on Open-Label Treatment Phase).	dutasteride	ARIB3003_4	Prostatic Hyperplasia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=ARIB3003			N	N	Y	Y	Y	Y	Y	This dataset is comprehensive of years 1 through 4 of this study. An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2118	GSK	A Six-Month, Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study to Evaluate the Effects of Repeat Dose Oral Dutasteride GI198745 on Detrusor Pressure and Urinary Flow in Patients with Lower Urinary Tract Symptoms Suggestive of Bladder Outlet Obstruction, with Optional Six Month Open-Label Extension.	dutasteride	ARIB3004_1	Prostatic Hyperplasia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=ARIB3004			N	N	Y	Y	Y	Y	N	This study was conducted in 2 phases - a Double-blind Phase and an Open-label Extension. A comprehensive dataset is available within the Open-label Extension. An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2119	GSK	A Multicentre, Randomised, Double-Blind, Double-Dummy, Parallel-Group Study to Compare the Efficacy of Dutasteride/GI198745 0.5mg Once Daily Versus Finasteride 5mg Once Daily for 12 Months in the Treatment of Subjects with Benign Prostatic Hyperplasia (BPH), Followed by an Optional 24 Months Open Label Phase.	dutasteride	ARI40001_1	Prostatic Hyperplasia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=ARI40001			N	N	Y	Y	Y	Y	N	This study was conducted in 2 phases - Year 1 and an Open-label Extension. A comprehensive dataset is available within the Open-label Extension. An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2014
2121	GSK	Study in adults aged between 18 and 45 years to evaluate the reactogenicity and the immunogenicity of an experimental administration of GlaxoSmithKline Biologicals Fluarix vaccine (known as a-Rix in Belgium). Standard intramuscular and subcutaneous vaccine administration will be used as references	Influenza Vaccine (Split Virion, Inactivated)	104440-002	Influenza	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=104440-002			Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Jun-2014
